T1,T2,T3
42.068059,-9.447438,-75.525297
-6.495619,41.628839,53.189780
-10.563048,-11.259071,-57.985456
-33.249877,14.417778,66.532165
19.258522,44.819418,21.718663
-19.349197,12.448051,50.611545
-84.620909,21.246540,-24.999541
7.401058,70.015079,-36.233779
28.397809,54.776301,19.245276
-27.224004,-29.875507,-5.235365
-78.222808,26.579573,-36.739697
-31.133916,47.613239,-37.200536
-53.332386,43.326692,75.870988
-44.319810,-40.774402,2.936026
-48.844974,55.055697,-38.736518
33.481656,-76.261836,25.346835
80.013371,36.130527,3.072703
-51.724916,22.957666,-25.296422
44.077952,57.698168,-34.830701
-31.512616,39.866839,67.456490
25.109987,-22.843582,53.810763
44.053688,0.124077,-69.188871
83.545461,28.521397,8.137610
45.368553,-84.698880,2.914963
37.604101,-72.650320,-44.730203
53.053344,22.503448,-64.301040
43.871603,31.308206,-49.150976
-8.904304,-6.655022,-36.002853
-23.431089,-21.907088,-10.278079
12.625942,18.006839,-15.360663
24.177636,-84.484495,12.268959
70.739289,-17.773387,-12.897873
46.769178,-58.626961,-33.459105
39.884361,-29.002525,78.437714
-32.430464,77.376696,-37.496362
45.780604,5.816136,-66.568926
60.037284,94.719707,-10.450272
33.029738,47.824149,9.319489
54.233580,73.813409,-18.345990
-51.273749,72.282943,-31.992198
-50.702556,14.713481,61.440676
-4.313443,31.315287,-20.774759
70.347083,-30.035942,-23.441690
55.383318,-47.003242,61.082415
-51.912251,87.694972,-33.190827
-84.968729,-25.257123,-12.767013
43.144673,-61.325354,-27.987338
-69.552840,5.883990,-18.689466
-34.786779,8.848034,69.358835
3.744446,-84.461634,-24.629006
-35.739001,39.331640,51.968211
-46.567666,3.339918,64.985910
-46.853271,37.649441,79.417832
77.893163,-29.420808,53.111009
-54.372795,-8.500668,65.005283
44.975319,-83.182252,1.149981
-47.001147,57.861613,75.757872
35.169958,-74.458660,15.724220
21.978943,-45.406152,62.091896
-6.067757,41.686519,49.363944
9.009493,57.568059,-27.589191
44.583300,-89.123919,-16.120735
2.443436,-78.109605,-27.132015
59.652020,-12.666774,55.715586
2.830625,38.006357,36.695202
49.063638,-43.003093,68.715384
-38.800711,23.024712,-22.992483
-2.628273,43.016423,50.264392
2.273736,77.554658,-35.817169
-11.993734,6.482160,-7.344954
-14.518888,-14.429353,3.800171
12.631707,-75.869523,-21.435868
-35.987569,-11.659851,-30.011393
40.221016,-63.443233,-24.871834
-56.864788,13.722889,57.128560
-34.697552,-28.402400,13.024009
52.939636,37.435733,-54.379651
34.399318,-40.256339,72.389254
-35.822531,73.330623,-44.663439
27.315156,-48.652338,74.500070
67.241248,-2.309564,49.330113
25.425018,-87.348801,-43.005956
53.550292,6.907243,34.306069
-7.482160,21.874545,-56.302572
33.771070,-34.744658,55.068846
23.997944,-2.039891,50.779193
-3.211412,32.003096,-22.602254
1.793376,59.241090,43.804610
-33.933855,19.060453,59.895504
36.168682,47.425942,-24.644361
-61.398424,-12.376199,-40.372508
-60.991035,24.364165,-20.898958
57.100020,54.503930,-3.186738
52.915402,-37.394377,76.766129
37.567217,-39.913176,65.254073
39.142284,-59.817227,13.701979
29.093448,-80.137249,-39.647139
74.848924,14.492825,15.190936
1.704675,34.815547,36.287441
-78.691204,-8.156559,-8.755493
51.809162,24.659552,-61.021607
36.105226,47.183617,-27.632413
-11.991002,59.319925,43.786075
57.545016,-80.717378,-5.652406
53.658236,83.195279,-14.881924
63.200923,75.631868,-15.144952
14.750507,-19.282489,-39.517990
-66.257037,-9.344540,1.846629
-7.705493,57.172897,45.195636
-35.016164,18.251214,62.924547
35.319997,50.990810,-30.838108
-30.244864,-18.660212,12.350470
-24.085592,22.285384,-37.963250
83.496013,-8.240774,40.147115
24.875117,-82.039095,11.666177
7.921967,16.561456,-19.634637
-51.018994,10.979007,-32.050176
-6.355577,32.701787,-19.800005
5.684306,-31.394048,67.054054
-70.688922,-12.258094,-34.483027
2.830898,32.517496,-18.316067
-7.511951,34.836126,48.463075
-18.573800,-26.043858,-43.290011
-29.569344,-2.530509,-9.597459
54.625784,75.940921,-19.730956
63.142167,-28.733979,-4.081071
-61.501687,24.138943,-22.118634
41.526630,-38.017606,65.693702
37.302167,-37.848501,64.952292
25.417720,58.637316,20.798045
-75.456669,-8.748923,-30.427369
35.651884,-69.824012,25.866426
37.744086,-58.820955,12.022449
35.019245,-86.878797,11.402248
20.933599,-15.256476,-40.289509
42.613773,57.680210,-34.471475
48.571025,-14.574772,64.736483
-69.594091,62.246238,-37.342070
-10.420281,-6.804031,-86.204319
25.857723,-76.487151,23.419334
-57.234067,4.559863,78.365122
-55.368339,76.100823,-34.426483
-40.979770,-16.793819,-5.461767
-59.580484,8.622736,77.699210
-71.362304,31.286354,-42.861503
-22.588338,21.526424,-44.155348
-37.075865,-11.206343,-27.126370
-14.940465,18.214290,-29.897861
-67.777937,23.215119,-37.996337
37.557406,-61.502074,-33.860649
-36.051202,-38.020715,18.552928
45.305228,-32.794362,81.941743
-51.358449,-44.048379,9.538003
-76.908190,33.166816,-45.113694
-38.698016,-6.509284,-9.671114
28.349805,-38.080865,74.130291
-35.027446,17.266032,63.987081
-39.058013,52.955693,-35.204331
63.312310,-31.883197,-5.493284
-23.527271,29.517502,-54.404775
35.894106,-67.585521,34.904510
-49.768994,65.438831,-58.472027
-43.259044,30.442662,51.631257
45.522176,-21.591218,83.897950
30.805489,-78.098550,21.356458
-18.790098,11.901688,49.453807
-20.642497,14.951203,51.324670
51.586331,19.410559,-59.553918
-15.784687,41.844579,48.190955
16.492187,-69.013434,-12.594177
-44.706952,-40.487509,2.709745
-45.227939,-9.025659,-58.470663
32.786927,-55.834388,9.277323
-0.598286,52.640024,41.806910
46.035882,58.797812,-36.008453
-66.276202,-19.943699,10.666098
-54.889507,-35.461296,35.254099
55.782246,54.216928,-2.501833
41.628987,-81.607665,-40.222749
82.383884,39.309929,0.863087
64.657879,-41.918131,65.930807
13.175263,-27.468569,80.949982
5.127731,12.727145,-42.841179
-84.408149,22.070026,-42.443518
-7.537972,-46.542559,54.276426
-43.343633,42.482430,70.782136
-17.422707,33.015689,60.461246
8.127684,13.890067,-45.453597
50.178301,65.123092,-26.528845
55.769502,0.619253,45.942718
40.436572,-3.853898,-70.330065
-47.081020,93.434592,-22.820128
-20.087759,-16.246312,-74.740464
26.256719,-44.619363,58.989723
31.855319,-19.489177,-65.591425
9.138227,18.696939,-14.268760
-42.715357,57.927696,74.694215
-26.308579,-26.578860,-69.061131
41.690457,-50.217866,13.994424
48.731611,-0.885721,-73.176060
-68.446952,-10.735201,-41.344769
-70.197935,61.413718,-38.753573
78.011822,-32.550680,46.797094
-36.493776,32.911089,68.369754
28.518556,-8.347456,71.675491
28.564366,-87.048327,-46.077915
-32.023898,53.242032,-41.909576
-34.526610,17.761324,64.290308
-27.263145,27.299662,-51.227680
63.270777,-36.369306,-15.760813
28.379128,-78.249415,-39.727714
-68.455046,-10.734579,-41.339612
31.794025,46.732721,-59.174067
55.200781,80.480498,-17.237090
27.310949,-76.544574,26.230765
59.537230,96.578545,-12.167264
27.102797,-74.925935,9.933103
-51.148340,-4.163370,70.740674
42.136330,-85.050485,25.243435
-69.460303,-6.770129,1.688238
50.826703,-0.333274,-71.280473
-12.587434,37.708457,60.894163
34.715164,-2.905423,53.376356
37.550814,-75.874297,13.267176
16.537236,-47.402616,66.269791
51.381896,-76.756846,28.066741
-0.088081,1.869090,-4.918189
3.231365,77.059702,-35.570813
24.860164,-15.860162,-44.093150
-10.589025,-13.131125,-17.426867
-10.701915,20.093248,-27.535705
70.242070,3.792172,46.291801
-46.871446,40.437574,78.209634
4.644766,28.191674,-21.342828
65.165418,-41.833647,50.963185
74.146636,13.845923,5.697507
73.155295,-35.744909,50.206092
-76.188221,42.911023,-32.625704
-39.784662,3.487618,-70.953024
64.644836,-0.874836,28.580331
-46.517280,44.123013,71.235439
-80.889914,-6.967891,-4.360573
1.704486,4.208087,-37.958869
-16.176329,28.319320,64.488749
-74.596714,42.121432,-31.607976
17.176560,-37.161377,69.748675
-79.478507,27.543002,-25.549969
28.546423,-10.367243,-52.646246
-30.902223,-22.368494,-16.750488
78.590272,1.587980,30.070617
23.479884,54.683727,24.408731
-28.643531,-21.465243,-17.825671
-29.298041,-14.295102,6.783796
87.427814,27.043816,11.233806
50.766987,-12.148695,61.556141
27.467186,43.829777,-51.599749
34.266737,-84.068496,31.182519
49.830451,2.179786,-76.750338
73.316962,-12.954103,44.697292
-20.690842,2.893901,47.625379
-36.255496,81.204646,-32.024028
-43.579713,-9.635706,-56.877577
-76.300841,-17.480222,4.600452
-46.204108,-11.194329,54.250505
6.061584,78.942849,-35.537085
57.271701,91.872433,-17.558632
-76.603373,34.647050,-43.161261
36.270556,47.729128,-28.524464
-39.669445,-30.535380,-22.714830
-51.361225,37.122678,-45.368196
-35.190737,6.389863,-68.527523
-57.273939,-9.862323,-46.049408
68.573647,-18.616731,-12.336804
-10.478051,23.959277,-56.403921
72.282153,-30.883342,-25.743418
-32.720887,-35.176851,-26.689047
2.608147,15.946237,-48.142818
-26.674428,10.876508,49.728426
-8.536494,-15.889226,-16.919168
-21.235370,47.323283,-35.380173
-53.204183,42.924814,75.191057
-52.916638,-11.409966,0.339478
-29.329889,-1.432545,-10.023022
83.876532,16.499390,15.574013
43.676416,-14.712269,46.673500
-67.951791,-39.892828,8.868437
-49.101500,31.486484,70.773784
36.504638,-89.809020,-19.302801
-65.913521,74.025255,-32.411707
-34.406396,103.577416,-21.617918
-12.870243,30.560605,-54.632283
-51.923456,31.953021,-47.494764
-6.915067,40.665096,53.334743
14.278243,68.342702,-36.965817
9.266621,8.061173,-23.611056
28.319175,-26.708953,-59.433159
-67.140413,-36.837877,20.222828
-16.239826,-20.161669,-41.906671
58.272000,-66.860495,45.784253
16.446925,-44.236135,60.186887
37.418671,-59.570211,11.032241
39.112420,-87.471257,-9.133842
-14.814717,19.743828,-23.790955
78.084632,-3.143532,-7.949758
72.530077,-3.773017,20.963787
-52.281627,41.832617,70.339891
32.567558,-87.739095,-47.542351
32.611601,-6.982528,-56.107365
31.830487,4.293467,-53.628388
-53.967878,-35.448182,33.555085
-13.485670,-13.109944,-73.877727
77.511029,3.694713,-7.667361
20.507176,-72.864853,-11.806514
-38.691419,55.711296,71.928129
-24.020355,-0.225614,50.267240
-7.526653,-44.015670,49.148647
21.859876,-12.700250,55.838293
12.725917,-76.009011,-12.069112
-63.760202,56.402582,-44.857478
71.036551,-79.117875,-5.982655
-18.232455,-17.825720,-82.654344
53.609443,-2.717748,33.907828
-12.361747,45.553531,-30.576179
-56.856135,-30.262482,20.449155
41.894408,53.391318,-51.800996
53.856502,7.391772,-78.148109
43.731315,-12.909327,47.291553
-5.673788,22.936860,-28.961008
-82.583146,21.439685,-43.825925
58.022543,-19.468253,60.274063
-66.619600,-2.302893,-5.230651
54.258289,35.310222,-53.437653
-36.443455,-8.893306,-62.923593
63.593235,-42.662309,53.778751
-20.335907,24.736879,66.723367
-57.171059,11.659688,-36.486601
-48.846818,39.133500,75.995051
-49.453327,19.715367,-17.777535
-4.458651,27.448353,-19.799230
58.515344,-77.124523,-4.886905
24.639891,72.303910,-28.644770
-22.278626,28.209736,-57.435978
31.905562,-8.443304,-59.872566
15.452845,-29.065694,81.128953
-35.993375,8.421244,71.145947
-51.656787,19.285847,-19.642137
53.580166,7.487677,-77.736619
77.083268,19.859116,3.753191
-55.679923,-35.501734,-21.988846
-69.016896,-5.351700,-37.026064
71.763609,4.042330,16.573434
25.953877,2.225834,-65.500447
22.111639,-85.885137,-27.881436
23.730324,-34.298997,84.222771
-4.498058,22.836610,-27.890876
-57.314269,68.233390,-57.253347
43.042718,-30.340864,49.213317
-0.534647,-82.428892,-26.009822
-56.286146,-9.890206,-45.998393
-63.112905,-18.003211,8.236890
13.421339,-45.777837,72.440907
74.488589,25.045853,7.579517
-2.057012,0.132629,-21.081472
-37.080858,0.912891,-6.882871
13.197445,17.338852,-12.115413
16.901034,-37.463211,69.873318
19.938857,-78.145148,7.912786
-74.441352,41.478613,-37.700472
27.789231,-45.517296,63.813482
13.561363,-28.445713,68.681615
-28.955049,37.399616,50.674221
29.267609,-74.592920,-37.238864
55.418801,2.200367,48.551045
-12.940410,20.190150,-28.375453
-35.579832,23.306331,-32.697945
-56.430264,2.059824,83.780534
38.336288,-77.017098,25.282636
43.383175,-35.763639,79.105037
-67.332692,63.154844,-49.998725
-41.617353,91.455006,-23.418479
42.544022,-84.042200,-3.815483
33.757363,-88.683711,-17.173398
-41.435356,0.776404,62.947667
56.484264,80.149819,-16.516239
-21.598920,46.825183,-36.909298
-36.879213,-36.512172,4.948581
40.584781,-59.839570,29.128792
-30.585801,-18.713262,12.493221
53.074344,-41.139008,57.995061
31.998869,-56.934324,10.262146
23.813021,-12.217669,59.315185
77.639773,15.992422,4.708375
51.481591,-48.496751,68.746647
-72.921369,-25.841819,11.852199
-23.557404,-25.382650,-59.809439
20.564660,-93.376407,-30.406146
29.872621,-18.017604,-56.887974
22.213669,53.471851,22.925970
38.423241,-87.263742,-9.915468
-49.607818,89.869551,-25.376054
-36.959547,-10.373803,-27.261832
17.850674,-25.553323,70.982770
-50.536181,86.361057,-27.903768
41.202382,-80.083055,-46.660353
-72.294184,-22.870945,12.478599
43.744839,-2.403638,-72.853051
13.023418,-49.286044,64.401757
52.668442,63.023898,-11.789393
30.852532,-1.365108,-49.688263
46.382201,-85.883561,-9.187899
40.169632,-16.726499,43.083454
49.118977,-63.968360,-23.902249
-37.170047,50.804802,-36.115339
34.558129,-0.968493,59.167822
-77.793997,10.855441,-25.876277
15.650574,-11.481868,59.945328
64.998686,-29.956474,-18.381620
-10.871081,-20.172976,-15.806872
15.532631,-70.344816,-11.408459
39.426780,-81.832290,-33.993163
-54.530299,20.367282,62.349865
36.518769,58.663719,10.420079
-61.397095,29.768407,-26.395816
34.391293,44.025015,-37.953385
-59.832646,-29.057103,22.889805
-29.866886,104.330706,-19.612766
38.743877,-14.025176,49.192589
-14.612332,-23.091033,-39.890724
46.129529,-60.622586,-31.665865
-71.675734,64.818168,-46.781538
-16.252653,-24.553653,-44.678818
25.110955,-49.435242,74.365429
-14.218629,-10.036105,-25.425242
33.149911,45.241476,-55.997161
27.467607,-90.550005,-34.665960
80.823792,37.815366,2.624144
-36.909070,-11.783899,-26.491825
76.114347,1.290833,-4.066631
36.730631,-2.424204,-80.259891
55.328038,82.589920,-15.129334
3.635758,-82.261171,-24.710790
79.811142,7.294588,27.302520
70.771752,-9.970803,-10.587752
-45.226922,-12.068693,-0.317862
55.460359,-72.367083,34.908212
37.487723,-12.127882,-75.415731
18.740028,27.981124,-21.930969
36.940001,-68.546829,-28.261010
-25.281328,47.485702,-33.129103
-45.583424,24.134593,-26.338934
-64.076186,-1.501857,2.435454
-86.878066,17.352355,-25.193889
-21.424671,-29.507089,-57.538619
-57.937458,79.646157,-30.299867
72.501915,-5.500943,-10.291562
-14.439401,35.236184,63.216574
67.361821,-20.881774,51.024700
-11.619532,-6.958347,3.395682
17.628967,43.362753,-30.284203
24.677622,53.531790,22.435646
-75.524430,41.830270,-37.822841
42.705748,-37.254969,79.167645
-22.287968,-27.131315,-68.674875
22.134889,21.499671,-38.104979
12.790930,-47.964546,72.988473
28.317987,-33.750723,57.924995
-49.877117,58.710943,-43.191750
-9.631609,16.531381,-47.327320
17.012340,-43.775715,59.576525
-62.478490,-11.780843,-40.437099
12.796156,17.909790,-13.983640
20.266215,25.110579,-32.406593
-45.440526,-5.503663,-40.296132
-52.473521,87.940994,-31.481676
-41.487512,19.700886,75.393286
-31.968018,36.625879,71.965442
-0.659396,46.769552,47.390315
68.822728,-33.033398,66.526209
52.159775,-73.412555,-55.369174
15.447752,20.978361,-20.976174
-45.002511,-13.675403,-1.672749
-58.837836,-20.200717,12.465404
37.129629,-69.751917,-30.572523
-27.323573,50.470221,-30.503913
35.271179,44.660189,-34.748347
-38.688460,19.691085,73.168672
64.629739,-42.248646,52.753422
-52.560727,37.490650,-45.105593
-51.276237,1.499400,72.113211
-21.012687,72.996705,-35.854972
-48.959286,-7.585160,-43.979641
-52.499441,0.980264,71.270931
34.426449,-79.274722,26.339327
-0.963143,-81.882917,-26.004201
-35.982007,-37.981584,18.545533
-59.623007,29.554688,-33.404196
0.754707,52.640486,36.985337
52.708447,32.862720,-51.686172
42.173966,-83.842962,-10.571693
7.116499,-43.377500,65.822575
74.138704,14.598119,15.586153
-34.527390,8.279915,-69.566151
-1.896852,47.695564,46.500293
54.079750,-74.808908,-7.058147
23.525039,-49.682817,67.526431
-33.783114,53.859962,-37.029595
63.907462,-42.510014,53.589170
43.143318,-80.804939,-53.002246
-26.207452,-11.741939,-1.407265
30.565424,61.231920,16.489314
-32.631913,-30.756769,-39.102424
29.930848,-48.688577,72.349376
-54.984754,12.235779,-34.654204
72.669111,-7.408950,-7.566269
62.199574,-38.239803,-18.865892
75.211756,4.040077,6.173111
-28.105671,45.312740,-33.662303
-50.832384,-4.989289,58.526150
-9.406929,16.417188,-46.456079
-71.864832,-8.994796,-26.986437
-30.147037,41.512546,70.632876
31.705662,-8.821332,-56.730383
41.830729,-84.963641,25.396410
35.249800,-1.180531,-51.940493
-70.438687,37.803139,-37.821029
52.811054,10.966721,42.067962
-72.965557,-20.015564,-16.455222
-69.804578,39.696561,-38.656967
-69.291337,48.768000,-44.235618
21.911814,16.941722,-26.496712
3.911318,29.316586,-19.722759
-51.228595,23.731803,-30.171693
79.107669,-25.435435,47.447453
-38.322573,-29.830995,-39.551049
-51.234867,66.373519,-39.281796
10.244856,19.867724,-54.216271
53.500608,-23.295897,80.427663
45.415900,-29.448443,47.341013
54.194650,74.178516,-18.344168
-5.795845,-6.655766,-37.055839
-54.766132,73.187675,-58.494444
36.216670,49.794538,-27.664397
27.123327,-25.478084,67.829029
-14.111268,-24.930270,-39.348473
74.354432,-8.676492,43.817582
49.036412,-21.892073,79.421949
-62.732105,-1.399528,-1.912589
81.187967,-0.228490,-4.295433
26.996804,-91.409947,-34.766011
-87.697653,19.379897,-20.314883
80.356193,9.217356,12.297316
41.889456,-18.615199,42.798663
-32.698743,104.081686,-19.624562
29.454821,45.951582,-59.361146
60.348376,97.115819,-8.877366
-6.355708,53.846251,50.515303
78.705322,-18.369953,48.854722
55.945299,-46.973470,61.307087
-24.353420,27.293500,-53.859257
36.190451,-17.070533,-61.161174
40.383857,-88.836040,-12.874000
80.483428,-7.488560,40.305068
-46.391049,92.632156,-23.161111
-31.768692,-5.125262,-9.501953
80.337789,12.341674,25.833825
36.038513,-48.311769,64.057353
-68.326680,61.989521,-42.788534
33.157597,-15.206305,-61.110117
41.551168,-86.400061,7.516262
-49.790817,15.145716,52.702688
-41.580596,31.999914,57.812595
-15.886336,-8.118548,-65.954180
-41.692269,0.999434,68.244228
76.445648,16.295645,5.569452
-38.034106,-10.773383,-31.391551
15.311564,42.040770,-30.159831
29.436612,-87.536344,-46.493694
35.047905,-71.093847,-33.554252
72.756596,-10.056267,-11.904252
34.911740,-78.778250,30.150760
-35.927780,6.136954,66.024918
1.875031,36.058032,34.638346
-23.916587,5.934293,-11.104805
64.460404,-33.707421,60.584572
49.107114,-21.865506,79.563693
9.015378,-28.951207,78.397605
59.669689,-41.192234,57.202271
35.586510,50.965452,8.347702
23.435381,-84.500835,12.378386
6.638156,-30.720053,59.091547
-4.657556,-47.235757,68.223823
75.907103,-30.284494,45.003164
51.754383,-25.605924,79.639901
-74.806531,43.449237,-31.517230
-47.827212,43.224257,77.098637
19.368728,46.195032,22.218531
21.627872,-20.357573,-54.069728
67.681954,-77.771479,-3.173952
2.800648,54.347559,-34.326127
38.512894,-77.108696,13.955809
-56.436313,2.113769,83.806862
0.590611,-32.213736,70.769375
-45.611877,-8.845109,67.037319
49.210619,-0.555692,-73.950850
-14.085338,44.582319,48.057910
-69.185269,51.778279,-32.633042
36.352291,45.980147,-40.501689
-16.317131,-15.039683,-77.275723
32.661325,-56.702438,-27.912813
-88.805919,-27.317781,-10.740959
32.418194,42.592921,-45.529076
-15.243563,38.753640,57.098182
-40.188760,28.184548,55.118931
51.051818,6.545099,-73.234898
-58.978288,72.212353,-36.613252
51.705644,60.088224,-7.973451
30.672457,-72.602217,-35.068131
68.103647,-17.349467,-13.001258
-27.997534,-28.895072,-5.302477
15.160307,72.441300,-34.851998
72.397919,-4.854951,22.187341
6.721344,53.522503,-32.707742
-34.835216,17.013480,62.595947
25.186017,2.000029,-64.414085
38.091793,53.485260,-59.358465
30.921019,60.679538,15.750931
-73.860237,31.632862,-46.112537
23.000832,-93.392325,-28.177318
-48.867192,-20.244819,-27.034924
57.219250,-47.972319,68.346985
57.537047,-45.865778,61.969041
-11.081429,5.821692,-4.097465
-8.564942,-45.163441,50.136316
-33.901701,78.546214,-33.734881
25.332723,-87.560282,6.014568
23.386859,-24.590428,-42.714017
16.510136,-36.328353,85.726160
-72.044800,-41.080138,-0.121473
-62.445337,70.482959,-31.173549
-35.518239,74.659960,-45.747101
-68.183882,42.896829,-35.683170
-4.242435,24.256961,-28.351605
-2.930072,60.475143,43.984740
-50.446611,45.754732,77.365774
-40.569678,-28.899784,-21.808896
76.179587,45.198367,-0.735446
-5.342883,-30.963517,-49.229593
30.518448,-82.570576,33.772414
-20.772066,53.380391,-32.393319
-30.046502,-39.257084,-49.836778
42.085965,-50.223934,12.456268
68.126741,-19.197988,-5.449465
12.822819,23.014683,-14.842605
0.629885,2.617381,-9.781602
43.837652,-27.290559,51.206830
8.097189,11.435028,-40.443451
37.880088,-10.062609,52.024735
-18.958132,-26.711828,-51.335689
67.947490,-44.047684,-3.469648
44.693976,-85.623656,3.673915
-75.298923,40.364948,-40.254917
-16.101870,47.672282,49.366212
-78.253230,13.876869,-14.623683
15.847059,-47.916860,72.221710
5.954761,55.569475,32.133852
-1.029391,45.617584,46.987609
-8.367167,-15.018362,-18.532395
4.028973,-43.679734,66.541347
36.434540,-81.796556,-48.318316
-11.674720,7.866511,-7.782920
4.249188,-87.167615,-28.461985
60.443514,3.388825,25.949440
-53.697436,-37.460690,13.714251
46.041010,58.678832,-22.549979
-56.593838,-35.804194,32.535086
55.020623,37.128768,-52.818558
23.570252,-79.416514,7.778656
28.812223,-73.311466,-37.743328
36.752791,-84.560570,30.492168
51.156102,1.518732,-76.474860
-11.997428,6.020634,-6.970642
12.854808,-75.719537,-11.694450
-57.644727,-36.276745,35.193138
-44.417291,96.939401,-31.914741
-52.580595,53.679766,-33.408974
36.580864,-75.820237,24.416754
-40.618845,62.577314,71.818999
-45.890744,-46.571704,12.572288
-19.595363,64.435352,-38.023150
34.664610,-79.148115,26.448241
28.016787,50.059306,-27.988033
-25.861590,-33.881748,-4.167738
43.420829,59.488918,-26.593869
14.582744,44.011521,-28.145656
-21.259603,17.127083,50.315897
-31.803094,1.492080,-10.656178
69.608793,-19.311168,-9.446566
38.080045,61.029054,-25.530777
-3.282978,53.009063,40.201663
-67.057020,-15.664960,-15.528830
-4.293387,23.202794,-27.952400
33.078329,-76.968576,12.064374
64.188313,-1.786609,32.614305
-8.939014,-16.541599,-18.274017
82.845315,20.152402,7.803753
33.822870,46.068682,7.765312
-85.755184,23.412433,-21.401100
41.954092,-87.472135,8.751527
-50.760036,91.324574,-24.561989
-52.659081,24.770683,-27.769559
11.033486,-48.297436,68.315698
-60.085240,24.657220,-22.737038
-66.402988,-18.225194,-11.891977
34.089875,46.907822,-56.371199
79.060317,30.631349,-2.283589
50.660657,-22.514344,83.385590
-60.253283,70.350947,-30.637069
5.471206,12.586826,-6.913816
65.359804,-1.341221,21.248106
-34.373222,-18.522982,2.560172
58.428053,91.268651,-13.603692
-61.559287,-21.049015,12.750951
-51.614023,-2.478503,-39.784735
-73.603493,-23.734132,8.567465
-19.192152,37.160112,59.699407
-73.595585,-11.450887,-5.233558
-24.238228,59.257773,-42.092517
79.563395,-17.782963,48.099761
23.730821,-93.135334,-25.104195
34.946326,44.808926,-33.453587
-15.267108,33.518546,61.603325
-18.386787,22.260085,-54.123189
-34.086317,76.957962,-34.004123
20.038933,-22.217601,-48.120034
-82.948647,-28.343955,-6.058638
0.760384,-43.640939,66.490317
-46.431698,29.416466,58.714774
-48.737055,19.167666,-15.556765
-34.549191,17.233582,62.553855
-16.445679,-21.901097,-36.739437
-41.023989,1.565639,62.826614
-74.112683,-17.350485,-4.697083
-13.228146,-11.018099,-86.204485
-8.883449,34.264782,-19.169287
12.758250,-45.139525,68.044531
67.393099,-39.030624,57.235209
38.177083,50.116243,-52.803728
-4.662221,-46.289783,67.981885
-25.007142,98.549977,-24.362579
70.869867,-29.345158,-23.381217
-31.411899,-36.113697,-55.246627
-55.339388,19.242963,-22.448582
-46.217848,30.717847,-27.370725
-73.231348,2.883333,-18.779327
-62.991475,-30.997650,5.121159
-51.584111,19.660412,58.796399
-35.154763,33.124997,68.100976
72.976814,-16.273150,44.247264
45.017979,58.704252,-33.457333
-50.896112,18.079289,61.001395
47.388610,-75.758337,30.931145
61.310973,8.161702,19.271081
66.241261,-40.907308,-6.428508
-40.172019,54.758890,71.480980
42.568546,-20.245532,43.096037
69.645161,-37.816089,54.207184
-57.160155,-36.416604,16.137028
16.509812,51.575386,36.800455
11.615074,-45.046696,68.631072
20.881620,69.510446,-29.818659
-53.889543,24.878604,-27.788092
36.853165,51.879991,-58.181224
-22.331643,21.651257,-44.505652
-39.518396,34.401456,66.327872
-54.490306,3.103266,75.563595
31.617288,-1.353463,-56.364404
74.180487,-29.869474,63.607809
-80.058146,26.665089,-25.057574
-51.901036,-34.337877,26.147856
-47.422649,-27.856626,-20.675971
48.014441,-64.175192,-23.964336
35.327800,-0.134477,57.087349
22.646016,-17.184514,66.092107
78.041522,4.178182,-5.217405
49.071643,84.542342,-22.104942
-55.898582,-28.488306,9.426927
-58.363486,-24.847971,12.528865
-62.046629,-11.936960,-40.330897
31.176625,-19.519738,-59.758378
18.369155,-37.316890,67.938846
-48.910857,40.513546,71.902055
-25.554113,29.689554,57.313706
-38.473386,6.147253,-68.575162
-35.887380,74.791728,-46.475742
-26.796007,25.000550,-42.704730
-48.021956,49.926797,74.158128
40.246937,-64.174359,-34.584267
-57.277666,-0.575189,70.815748
52.250857,29.960065,-52.998879
32.025811,42.640201,-53.285289
-26.440312,59.565886,-38.026113
-44.278509,96.035247,-23.254597
12.234870,17.539860,-10.362784
-18.878375,-17.651364,-78.773528
10.326948,-48.654417,67.359180
-37.493643,3.508870,-66.507802
25.702247,-85.400942,29.222880
36.734935,2.637265,-70.333346
-78.682432,-21.509631,9.819757
28.284150,-87.739324,-40.676495
-10.591996,-29.142887,-53.500936
-64.662287,61.756897,-46.269478
24.294876,-93.237070,-24.824975
46.484262,-61.905543,-25.880138
47.102014,2.580123,39.068561
-46.456542,17.248154,-16.731514
8.349832,50.009558,37.587272
73.950978,2.035305,5.888929
-42.128195,91.424033,-22.681132
-32.723223,49.889606,-37.246477
-57.618948,77.917582,-34.002328
-1.018890,21.745319,-27.238432
8.208211,17.110199,-55.911153
71.508225,-1.378576,45.835472
23.364124,67.990808,25.945080
-37.033737,22.808114,-32.381972
5.366780,27.667859,-21.938384
76.284333,-29.455963,62.147340
47.558035,-46.684093,15.405630
-67.710538,65.137004,-46.081613
-54.543442,20.393820,-48.567508
46.536497,-60.592026,-31.481035
-65.826391,59.159051,-35.161458
15.457908,-34.912431,83.967678
50.345678,-22.401933,83.319184
-48.532888,89.108404,-34.554595
3.829535,10.720744,-43.060387
44.386624,-75.279433,41.604008
-41.583111,98.718700,-30.459996
-17.834033,-8.157925,-89.494255
-4.157821,-9.710129,-30.347295
-47.488906,54.403441,77.677734
-52.038710,32.018572,-46.484408
13.458074,18.560205,-17.030298
-30.241891,-37.085442,22.528828
