T1,T2,T3
-33.650655,79.057859,-33.600975
21.744324,-23.442442,-53.022782
67.288704,-34.793675,57.790421
-80.408267,22.742281,-38.740886
75.116194,17.706445,7.119927
6.716484,-82.950873,-24.660123
41.801346,-13.923651,41.931611
-17.774363,21.940557,-53.447490
-46.214041,57.874694,76.080684
-72.841966,-20.180527,-13.580241
-15.026141,32.857669,51.351441
43.771697,-11.359045,47.783398
-14.185600,-16.071334,0.477990
-29.388635,32.526495,56.704751
40.134312,52.011535,-54.147853
45.388248,-72.303922,-48.888442
80.900755,34.638359,4.005313
14.871140,-39.877304,70.328943
25.557677,-87.108996,-23.139704
-16.846220,-23.043621,-43.967680
27.867880,63.259785,17.744518
-18.172238,19.012977,-48.943683
60.927724,-12.962196,57.165112
33.759254,-75.423279,23.941727
-63.745247,6.711350,-17.663460
-49.434993,92.572005,-27.652753
-29.336718,-35.426052,-8.818348
0.544152,32.769021,-23.361691
-80.204302,39.631272,-32.813847
-7.435871,48.485611,50.572096
-58.438486,47.312936,-39.546626
-50.968124,53.494480,-35.799196
-14.332699,29.670634,-56.042092
65.828268,0.635354,31.758481
-38.041347,35.231662,50.643800
-77.466239,39.864333,-36.877575
51.270067,-42.303560,60.288244
-52.404044,-0.482414,75.646578
42.639877,-36.011627,78.812251
28.927509,-10.725233,-56.007574
-36.989683,102.856796,-21.587438
67.627107,3.378001,22.163048
79.002240,2.048300,29.920147
-24.741679,29.688610,63.053034
-76.588349,12.389885,-15.599052
-17.874848,58.372683,-41.947836
-70.314847,22.584200,-35.994847
26.434305,2.130547,-65.839672
-88.479343,-27.181409,-9.061868
-50.008574,90.479288,-39.194064
50.584095,-0.376438,-71.523219
65.071060,1.186240,22.901121
-65.937201,19.528489,-39.294242
-16.799148,31.504074,60.827473
34.552674,50.483082,9.057911
-39.981898,26.717025,55.932182
-28.498109,28.189358,-51.988714
36.134056,51.098404,7.688718
51.189697,6.592884,32.932735
34.156451,44.545916,-37.368247
56.880661,-14.776482,60.981242
-36.265539,93.893712,-25.686881
79.105682,27.809031,-1.872017
24.066022,-20.871861,-42.434913
36.745176,2.135697,-69.885656
-51.184059,-44.030545,9.535613
50.648934,23.126088,-60.113183
53.361660,70.756888,-19.144116
11.804669,-21.332336,-44.499030
-48.357161,-33.992421,-6.412947
42.149635,-58.194210,-32.688792
24.725669,-40.607509,62.542328
31.134143,-19.738447,-59.200570
-17.134996,35.731188,54.443442
-38.756586,3.088450,69.859411
60.819841,-32.900428,-4.166815
-15.841226,38.475060,58.684767
15.147997,-84.754417,7.950218
-18.271695,3.843486,47.355600
22.168845,-24.142053,-43.472885
20.038016,51.262955,23.546228
-80.827081,-16.005997,2.680671
-53.885636,42.454869,75.467111
-53.323007,84.467667,-28.618105
-40.885067,-35.504409,-43.459277
37.826229,-58.207846,11.813484
47.086363,-75.465639,-2.420485
28.830770,-25.212535,-58.522905
-78.616589,26.103587,-23.866713
-69.231018,7.114656,-18.201988
46.165126,59.320340,-36.654806
-44.408871,62.554618,75.495720
-38.057670,-33.908043,4.434506
73.699104,1.136442,-10.748480
-54.676590,49.330265,-40.672183
-53.982591,83.937041,-26.695014
31.980847,-21.374221,57.820931
-24.804741,-0.133148,52.070042
25.038979,-36.345889,57.171722
-37.247207,-34.215099,-43.105721
43.176778,-39.499472,66.608177
16.545055,42.021184,21.912370
43.971724,-83.544122,7.693326
85.652955,27.703219,13.276542
-33.790444,83.044169,-33.372037
31.489485,2.771570,-70.509237
60.522557,-1.357390,37.513954
81.295343,8.605887,28.777544
-32.782851,-38.770984,-4.733270
33.598944,1.445144,56.822281
26.867182,-76.905588,14.867098
-43.242642,26.192250,57.194656
23.655555,-21.872240,-42.903908
36.782639,3.608379,-53.620369
-45.990680,56.874222,76.236360
-37.630985,-34.730514,3.386097
18.102523,-49.373007,73.069910
29.700865,0.935369,-70.956020
-60.307539,0.404533,-6.661779
33.791021,-67.907635,-27.520626
-65.190759,0.175314,-2.796867
21.317135,-16.663482,-38.875772
27.170439,-47.057481,62.819791
-41.453191,20.902671,-26.988432
-51.713815,88.280344,-29.483285
-52.181217,-5.415381,-37.959023
-68.493110,46.994081,-34.556131
-48.986529,31.581260,70.895860
42.678425,-87.444192,-9.476909
8.121671,7.365366,-23.610946
49.731044,-2.401694,46.178400
-53.181805,84.647830,-39.231577
-17.185439,35.180897,54.696162
85.146814,11.836651,15.515294
-41.842387,-38.427591,18.188272
-27.447344,27.515469,-51.321940
-53.776944,-11.006518,-44.450124
-29.773193,-21.408144,-17.582438
-37.479234,104.307637,-29.202546
33.514639,-77.931258,30.538249
-84.443664,22.184111,-41.869178
15.136550,55.313770,35.120711
47.306755,-74.801344,32.720267
32.067136,-81.090929,10.933437
-43.027852,58.074368,75.164429
42.339445,-84.727008,-5.216897
-15.330105,19.921052,-26.847643
-26.171625,61.592952,-38.886498
70.353463,4.497977,17.853343
3.225349,-84.565680,-24.401448
28.045331,-77.139005,11.466759
30.947221,-78.211654,20.894292
61.720525,-37.072758,-12.536209
31.208144,-87.706155,27.120403
6.036315,57.555610,30.019409
-75.374941,48.545556,-32.489131
-52.566542,10.635943,60.009191
10.453557,-80.819554,-24.763617
-41.337728,-38.662483,19.498264
-66.703684,20.498572,-38.812830
-81.463159,19.746147,-21.969812
-49.707501,-4.540099,-59.188541
1.169828,60.355265,45.617353
19.949595,64.928072,27.591104
-57.705441,12.812845,-36.637483
-71.414120,62.432614,-42.266137
-40.353767,11.111333,61.734198
-51.616776,-18.304016,-0.844117
69.951516,-18.709876,-9.952169
25.300558,33.110943,-22.775340
-15.971333,33.206335,59.138044
-7.095753,40.577141,49.468915
14.140681,70.584176,-39.027263
-23.409094,14.765584,55.222911
-12.238746,-13.768103,-33.282668
-80.680756,17.821826,-16.367469
55.660855,83.146202,-14.547335
-26.991671,-2.087465,-2.742374
-25.040035,-35.065657,-2.644400
-62.573116,-29.567072,6.060919
-50.371845,40.916805,-47.133090
-49.797254,1.685278,-60.462414
19.742907,-94.342028,-29.835302
46.121013,-83.493438,0.486629
-12.574600,-9.947103,-87.220345
29.231317,52.057693,-28.165995
-42.086841,-45.247177,-10.555033
56.728683,-26.240333,43.729925
-5.566538,53.978292,50.254519
42.512129,-58.796316,-30.693425
37.654855,-9.318002,-74.686256
28.223087,-75.520414,-37.455856
-18.763176,15.556307,50.614437
-57.240551,-14.165767,-5.432421
-43.088812,26.484961,56.993091
-54.237638,-20.627839,67.434531
-42.786900,-41.155993,4.736939
38.277240,-54.242942,7.395090
-55.750483,-13.782605,-1.101815
58.545651,91.813889,-13.920211
78.431465,-27.658167,45.211238
16.962157,38.613756,20.622925
-27.591642,24.016582,-36.286688
-76.795960,-16.740070,-4.549253
12.384703,-21.236570,-53.887977
28.195531,-77.095992,9.399745
-79.025363,-21.930223,6.923341
58.558126,92.655507,-15.683610
-70.794684,4.262011,-18.987956
-31.108978,105.222394,-29.467175
-25.903507,24.173889,-42.849382
-46.406910,36.347132,78.587709
1.089388,4.634257,-37.800984
44.896685,-79.250731,-53.420828
26.452539,-90.692662,-33.184911
-18.602168,3.102457,47.509974
4.922503,53.902610,35.853473
-54.608533,-33.292047,31.741200
-17.642375,38.414581,58.456282
-26.406384,50.929163,-30.796435
34.964070,-54.766332,-27.258894
-39.496045,-24.403202,19.142914
-49.705842,-44.356165,-7.893892
34.148709,-80.172554,12.660786
15.104700,-18.159511,-42.306508
-33.616509,-38.838523,-30.308392
8.003398,-80.377677,-26.543931
34.482650,-84.414844,-47.530092
-40.279134,94.318554,-21.714118
34.900768,-45.796947,55.106699
-44.873298,29.481944,-23.743655
-26.768275,-18.776127,-72.537779
-23.659559,12.835547,49.870100
-46.230079,-8.105874,-0.084177
-43.532198,-45.128866,-9.356800
23.210531,-9.228616,67.396221
15.437523,-68.653996,-10.326443
41.013550,-12.927862,51.099166
-25.420494,-29.504636,-60.393506
19.052065,-16.129692,-39.986498
16.440945,-38.217775,66.679038
-39.758706,-13.170864,-24.351607
-58.302734,77.898558,-35.942171
-31.427879,-32.775226,9.895900
21.240543,-12.862908,71.792513
-27.097657,-7.219679,-60.354920
-29.661136,-34.518746,-28.212422
69.281262,-28.409105,-22.265679
60.687542,-41.594872,-7.803824
53.718982,34.584174,-53.246904
-63.178500,74.832146,-35.298432
60.364630,-36.593185,-18.630739
-52.170351,12.436151,62.369266
-35.362859,-30.278008,19.516255
-31.481001,15.770247,64.554325
-49.384187,88.168232,-41.181656
14.395796,68.026847,-37.111841
3.953053,12.554328,-45.605942
-65.025506,5.900391,-18.235757
6.159900,-84.097912,-28.071583
26.106723,1.179547,-67.316981
72.348587,-2.248431,19.769123
64.090338,-40.999461,66.243062
27.854933,-45.742019,63.213416
64.174533,0.812657,28.312243
-70.280486,23.811961,-36.962469
-50.733765,-29.200088,-31.431187
23.751809,67.924663,25.703920
-43.662590,94.229716,-25.390056
-50.298767,91.715608,-24.208603
-33.527441,40.147977,66.787673
-54.728451,-33.822737,13.874526
69.980108,4.876789,15.942896
49.678743,85.767501,-21.522421
40.065449,-6.891150,-69.067031
51.312677,3.126820,-76.413482
-32.898309,77.093031,-44.975219
-45.771222,-10.677365,63.941939
-28.883613,-1.337398,-0.529578
-57.856270,-10.154288,-40.954228
64.979713,5.204018,22.950287
8.150178,17.232297,-20.683194
59.512724,-13.160006,53.423517
15.602140,-84.824476,-29.900529
18.784691,-85.244813,-28.249607
-2.193480,10.240108,-1.601007
-29.915633,-38.077793,-50.811618
50.444412,-23.023785,60.238764
35.397302,-16.689939,-64.171526
-28.497973,-36.786573,-47.149044
-44.375215,-9.096637,57.849729
-24.902659,-22.112017,-14.556392
-30.946218,104.157394,-19.849174
-36.236836,-3.851952,-48.511611
68.847615,-24.120978,65.127533
-32.183125,19.972475,69.596527
65.604328,-20.227560,-13.426987
-70.941321,14.929417,-22.961758
-40.239355,5.173361,65.883984
38.068907,-59.479705,-31.649989
48.370666,-39.506888,77.717210
-42.090368,2.891204,68.981908
14.096824,35.940648,22.821567
54.723588,-69.492351,43.830809
4.234566,-83.751517,-28.493863
-75.968372,-37.364811,7.524867
-8.668664,22.203746,-55.716601
-30.347226,94.281006,-23.007655
16.949700,42.889127,21.901267
28.594186,-13.310694,69.112108
28.437573,-87.980930,-38.122254
35.243870,-88.941884,-24.038615
-40.443151,22.205157,-24.529638
49.457458,0.662707,-77.241267
41.725470,-11.294531,-76.177204
-62.477061,-3.709138,2.077248
24.935342,-83.063779,-40.084816
-71.060071,14.043136,-22.753273
-0.452433,45.428542,47.389883
-54.847179,-30.333286,-25.915969
-55.602552,-15.511478,1.819394
49.684396,-29.947835,72.516618
-68.855485,68.478426,-48.506007
45.908503,-60.023445,-29.153278
-13.684619,-12.692344,-0.420491
24.426472,-90.704168,-40.433090
-45.578780,-9.144226,66.732920
65.278219,-27.480781,65.893778
26.584331,-23.628899,53.324775
-44.502862,13.683166,-23.716000
-7.279974,-31.530011,-53.526590
-13.769082,35.673590,62.735841
-19.606424,-29.485505,-44.883356
43.915666,85.283858,-23.596284
-81.482024,25.611256,-25.089913
32.635035,-56.764680,10.264600
-38.870213,20.886505,-28.620324
-76.989658,6.334997,-28.934570
73.789728,-3.204972,-8.709448
-27.858285,-30.717805,-37.384212
-59.003019,-19.829165,8.967983
-15.606830,34.290485,61.965797
-55.300082,-14.812291,-1.535195
50.571055,-71.903769,-46.170603
44.432506,-72.933855,28.194784
36.151662,-57.998291,11.484613
-54.913771,23.980021,58.345269
38.124935,53.391440,-58.929593
13.811043,24.271895,-37.483422
-18.688014,25.844015,65.255513
-29.290532,-19.833755,15.096025
9.761590,13.702035,-37.056616
-2.256952,6.988230,-3.416224
-51.169895,12.908164,-32.647465
20.217008,-73.624589,-13.128079
15.851523,-35.043254,84.462810
-64.639201,-0.760675,-2.958873
39.289993,-44.223590,69.114430
40.278739,-36.489982,66.013756
-72.236448,-19.662609,6.111554
-13.349980,-7.272506,-67.847172
35.467995,-57.732887,13.304599
-87.915322,-25.249614,-11.221464
-45.079824,32.905482,59.357210
31.638651,-87.197896,-46.604996
38.769072,53.828265,-58.022511
-50.578435,-46.447814,16.751022
30.535943,53.520464,-24.711794
-28.441841,32.623871,72.256940
33.624378,-46.680096,57.806754
-12.917766,-7.782490,-70.549672
-48.295386,-7.902475,-45.264398
38.775540,-50.669478,7.886202
-17.947054,36.169727,59.220686
15.738568,-35.940453,84.832159
74.021273,15.668799,5.264543
-58.812359,77.235232,-31.718312
42.567508,-10.125528,-76.014900
55.093251,-71.745031,42.445127
76.189983,-35.536951,53.913397
31.422524,-59.031010,-28.418978
50.296938,-4.390629,48.240544
-33.952376,-40.243897,-30.145300
68.077697,2.610210,21.780195
28.811391,-10.098868,-52.971237
76.651198,-7.461143,-11.891905
56.580791,53.548295,-1.452349
-82.597732,22.400865,-22.877497
-43.180673,98.433001,-30.776829
-38.772110,-5.473624,-50.787789
-66.168589,-34.864925,7.855737
52.015961,-44.077922,70.200605
-57.905766,7.894538,78.357580
13.308506,-85.683841,-29.446677
49.798146,-45.549819,70.529076
74.319375,-76.972549,-6.389345
36.718213,52.220004,-27.244260
24.610702,-2.974812,52.177006
-15.816537,-22.884066,-47.404655
-54.086692,83.296387,-27.257598
82.592639,4.228606,-5.924208
-48.729595,4.937674,-58.473115
23.882857,-40.776283,79.172856
-48.173596,-42.628602,-10.272909
-4.116610,55.297416,42.358842
13.626544,-48.337224,60.137633
31.638915,-57.484852,-28.134086
3.412793,15.622261,-49.725401
7.266663,76.853852,-34.655000
43.320549,-47.076307,19.587765
30.452665,-48.844643,75.110676
6.214988,-41.013833,62.468746
-39.821706,50.901396,-33.268595
67.284954,-22.652902,-4.332667
62.306918,-34.872039,-11.952559
15.486616,40.854305,-24.624464
54.333319,3.503068,52.024028
-52.416080,-18.450563,1.304351
-31.928685,-4.061622,-11.577830
73.739044,10.474484,15.949012
40.007784,-62.980699,-24.809336
-16.075367,-17.819797,-65.178907
12.382948,39.453535,-20.909199
-64.688076,24.361554,-42.546005
-79.032204,22.050435,-21.280614
53.246007,-23.441829,57.119545
-50.924730,22.298635,-25.282071
-64.211518,-17.628618,11.588797
53.314775,59.767878,-8.685767
-49.464250,12.832440,-47.194393
-82.565390,17.734065,-16.843300
-37.146915,-36.476548,7.147189
-44.353094,50.732697,-37.523623
24.241071,-3.369845,52.823790
77.683928,11.601389,13.703526
-56.513595,-9.236717,68.202409
30.188513,0.272113,-50.859169
-10.041205,2.604296,-18.169237
-20.957802,64.299811,-35.335572
-26.989808,4.067371,51.558949
-55.482289,-37.640941,35.171102
-9.304888,13.881477,-48.143055
-30.144331,-36.298687,-36.427902
-67.761273,-31.244475,5.787203
81.047275,42.653442,1.004611
-5.203534,58.155577,44.421580
51.137593,64.652501,-11.130914
35.816541,-34.665531,53.375232
-39.814366,97.660871,-29.927940
33.758819,-41.479466,66.370472
65.263343,-0.908151,22.436706
-36.940520,-11.254626,-27.895104
-7.311984,-10.845335,-30.012045
48.957782,-9.186570,53.795665
13.463904,40.055498,-30.453034
16.900533,58.034343,31.906574
-67.228493,-17.234368,-15.393461
-50.574890,18.556370,62.012384
-34.186369,-0.893172,-9.629015
-13.101223,-9.565041,-61.807809
23.137481,-80.055525,8.266843
-68.343264,43.438308,-34.669560
-73.176092,-39.217365,5.749912
74.187933,9.164511,11.145124
-50.470150,1.839779,-60.488242
-53.137708,3.230727,73.083969
-6.360393,17.148366,-29.060763
-66.219671,24.638543,-42.480379
-8.507197,-42.640100,57.666094
-0.813100,22.072496,-26.769737
58.840639,61.551143,-8.261473
45.111342,60.875217,-35.923912
48.980394,39.144983,-55.643836
-37.400261,8.782982,62.210847
41.170630,53.741366,-51.996215
51.424255,59.921051,-7.739542
74.718463,3.647860,7.220071
-25.618067,-29.445396,-6.436189
23.322972,-36.221480,76.716208
65.624916,-28.622497,-18.757797
52.300366,-1.895723,49.584984
-47.414497,-12.229970,61.097946
-75.080142,-23.628645,-1.966462
-14.974957,-17.524554,-62.746012
62.993026,-42.903792,55.197321
42.653839,-47.188760,25.902510
60.171003,79.001155,-11.329505
68.068460,-30.769223,54.716188
69.215156,3.529306,19.283257
26.780664,-84.662365,29.217241
-51.602586,41.151147,71.532488
14.238195,-11.626507,59.594520
-20.880759,-30.947204,-43.911152
47.352043,-22.846109,84.968796
24.867125,-78.833771,7.576382
-13.782145,29.061843,62.427123
-36.601034,38.664017,51.383982
35.133222,-48.371292,59.486176
-10.079805,-7.622724,-83.068566
-12.215125,-10.862203,-82.356623
10.530782,55.171655,-28.621875
33.133828,-1.584936,54.792492
43.190678,56.670888,-50.868864
-32.949328,30.483004,51.675522
-37.867509,51.836282,-34.449797
66.676221,-30.434226,-20.366725
-70.744289,4.402834,-19.073927
34.173563,-84.458297,30.416606
45.470067,-73.079048,-49.500724
69.995950,-78.609571,-5.361545
11.111948,7.765034,-25.707455
34.431117,43.293172,-53.523931
52.742529,33.227809,-51.669720
56.740620,59.442911,-8.010451
39.444021,-85.316295,-45.475693
24.566257,34.077150,-22.915404
