cell_83	2.889164e+01	6.234604e+02	-4.912827e+02
cell_84	2.522434e+01	9.403742e+02	-8.556606e+02
cell_85	-3.768566e+02	7.598754e+02	-1.153745e+03
cell_86	-2.792244e+02	8.144238e+02	-1.015636e+03
cell_87	1.545182e+01	9.514611e+02	-9.997680e+02
cell_88	1.316478e+01	6.694459e+02	-8.269238e+02
cell_89	-1.350083e+02	9.552668e+02	-9.446676e+02
cell_90	-1.660797e+03	-8.193770e+01	-1.353960e+03
cell_91	-5.120577e+00	9.181143e+02	-8.643955e+02
cell_92	-1.625200e+03	-3.460328e+02	-1.096682e+03
cell_93	-4.647184e+01	8.682924e+02	-8.150043e+02
cell_94	-1.011857e+01	1.153653e+03	-1.053578e+03
cell_95	-5.841532e+01	9.510726e+02	-1.146424e+03
cell_96	8.357165e+01	2.582739e+02	-3.506048e+01
cell_97	-3.876430e+01	1.104784e+03	-1.053255e+03
cell_98	1.452574e+01	1.062551e+03	-9.926152e+02
cell_99	2.851908e+01	7.926237e+02	-6.666809e+02
cell_100	-5.555102e+02	5.649447e+02	-1.118546e+03
cell_101	1.711793e+01	1.002881e+03	-8.973291e+02
cell_102	4.151584e+01	7.856743e+02	-6.079146e+02
cell_103	1.217365e+01	1.123339e+03	-1.083366e+03
cell_104	-4.070408e+01	7.426767e+02	-7.408662e+02
cell_105	3.243974e+01	9.752953e+02	-9.250745e+02
cell_106	-2.475724e+01	1.035013e+03	-1.005127e+03
cell_107	1.502343e+02	1.872057e+02	-1.477754e+02
cell_108	3.500354e+00	1.112392e+03	-1.014627e+03
cell_109	-1.915515e+02	8.153433e+02	-1.026212e+03
cell_110	-2.379341e+00	1.162115e+03	-1.066654e+03
cell_111	1.940605e+02	-1.534889e+02	1.400862e+02
cell_112	1.852985e+02	5.197636e+02	-1.241922e+03
cell_113	-1.272568e+02	9.722232e+02	-1.068548e+03
cell_114	9.282899e+01	4.193598e+02	-4.638326e+02
cell_115	-8.453373e+02	4.014545e+02	-1.202467e+03
cell_116	-1.330988e+00	1.107817e+03	-1.056247e+03
cell_117	-5.082152e+00	1.114567e+03	-1.002745e+03
cell_118	-4.078525e+02	7.400728e+02	-1.115820e+03
cell_119	6.089712e+00	1.018754e+03	-9.310696e+02
cell_120	1.510287e+01	7.721969e+02	-6.766106e+02
cell_121	3.650885e+01	8.171586e+02	-6.786374e+02
cell_122	1.351278e+02	2.264584e+02	-4.079627e+02
cell_123	-5.618092e+00	9.380583e+02	-8.729142e+02
cell_124	6.101971e+01	5.348842e+02	-3.655233e+02
cell_125	-4.238786e+02	6.625036e+02	-1.232123e+03
cell_126	-4.667688e+02	2.048317e+02	-1.016928e+03
cell_127	-3.414655e+01	9.713935e+02	-9.302033e+02
cell_128	-3.743000e+00	1.130171e+03	-1.037478e+03
cell_129	3.994040e+01	7.518052e+02	-5.724555e+02
cell_130	7.917776e+01	-7.091377e+02	8.927864e+02
cell_131	-6.088157e+01	9.124338e+02	-1.010398e+03
cell_132	-1.046758e+03	5.132354e+02	-1.286759e+03
cell_133	8.288995e+01	5.360441e+02	-6.565079e+02
cell_134	-9.653580e+02	2.835989e+02	-1.534167e+03
cell_135	1.066893e+01	1.073604e+03	-1.005780e+03
cell_136	-1.043743e+03	3.643253e+02	-1.199126e+03
cell_137	1.088671e+02	2.153852e+02	5.112241e+01
cell_138	-5.880835e+02	3.727137e+02	-9.650900e+02
cell_139	-4.916011e+02	6.212284e+02	-1.023001e+03
cell_140	-5.359311e+01	8.989319e+02	-8.475428e+02
cell_141	3.425054e+01	9.414387e+02	-1.043160e+03
cell_142	-1.250866e+02	9.846910e+02	-1.022828e+03
cell_143	4.800363e+01	7.175475e+02	-5.310470e+02
cell_144	-1.265598e+01	1.170553e+03	-1.073526e+03
cell_145	-3.082720e+00	1.142908e+03	-1.045605e+03
cell_146	-8.198695e+01	9.225189e+02	-1.044429e+03
cell_147	1.103613e+01	9.843277e+02	-8.835940e+02
cell_148	-6.743939e+02	1.060713e+02	-8.580877e+02
cell_149	-1.550960e+01	9.383985e+02	-8.596539e+02
cell_150	2.046369e+00	1.108469e+03	-9.917522e+02
cell_151	5.083432e+01	7.873518e+02	-6.754359e+02
cell_152	-2.490414e+02	4.013533e+02	-5.584422e+02
cell_153	-2.265498e+02	-1.831805e+02	1.109664e+02
cell_154	-3.236712e+02	-6.276745e+01	-3.052408e+02
cell_155	1.911856e+02	-4.591662e+02	4.889770e+02
cell_156	-3.816159e+01	1.063920e+03	-1.119373e+03
cell_157	-3.905898e+02	8.645002e+02	-1.177316e+03
cell_158	1.314426e+01	9.867073e+02	-9.621764e+02
cell_159	-2.290030e+01	8.687311e+02	-8.163308e+02
cell_160	-6.179997e+02	-2.885298e+02	-1.631485e+03
cell_161	-6.930409e+02	2.797788e+02	-9.124315e+02
cell_162	3.768170e+01	9.325456e+02	-8.693192e+02
cell_163	-4.129144e+02	3.809437e+02	-9.451431e+02
cell_164	-6.455864e+01	5.968649e+02	-7.599130e+02
cell_165	-4.231661e+02	7.644302e+02	-1.242491e+03
cell_166	-7.128382e-01	1.072705e+03	-9.597443e+02
cell_167	2.604706e+01	1.036165e+03	-9.953625e+02
cell_168	-2.702328e+01	1.109714e+03	-1.061926e+03
cell_169	-1.839227e+00	1.135686e+03	-1.031845e+03
cell_170	-1.386546e+02	8.038620e+02	-7.905957e+02
cell_171	-5.863054e+02	7.568084e+02	-1.184715e+03
cell_172	-1.560616e+03	1.349273e+02	-1.479408e+03
cell_173	9.044180e+01	1.842238e+02	-1.227649e+02
cell_174	2.126610e+02	-4.807868e+02	8.128150e+02
cell_175	-2.007671e+03	-2.069579e+02	-1.329822e+03
cell_176	1.671887e+00	1.093093e+03	-1.084259e+03
cell_177	-3.969047e+00	1.134957e+03	-1.040703e+03
cell_178	6.275426e+01	1.744750e+02	-8.059601e+00
cell_179	-1.764081e+01	9.928943e+02	-1.047844e+03
cell_180	-2.767614e+01	6.101943e+02	-5.783409e+02
cell_181	5.231988e+01	8.416188e+02	-1.158900e+03
cell_182	-1.768307e+01	8.952349e+02	-8.146223e+02
cell_183	1.735724e+00	8.846126e+02	-7.798299e+02
cell_184	-3.389047e+02	5.711334e+02	-8.249349e+02
cell_185	-7.443542e+02	-9.074152e+01	-7.196935e+02
cell_186	4.950801e+00	1.091730e+03	-9.851492e+02
cell_187	-2.168480e+01	8.397686e+02	-8.515082e+02
cell_188	-5.480160e+01	9.733187e+02	-9.480984e+02
cell_189	-9.161658e+02	-1.012377e+03	3.012704e+02
cell_190	-6.131609e+01	9.769739e+02	-1.094880e+03
cell_191	2.088016e+01	6.591642e+02	-1.176444e+03
cell_192	8.806541e+00	1.055624e+03	-9.711548e+02
cell_193	-5.522637e+01	9.110981e+02	-9.456568e+02
cell_194	1.117154e+01	1.026932e+03	-9.135270e+02
cell_195	-5.989288e+02	5.045894e+02	-1.159050e+03
cell_196	-2.453432e+01	8.736018e+02	-8.142185e+02
cell_197	-3.179569e+02	7.204140e+02	-9.125584e+02
cell_198	-9.851634e+00	9.343817e+02	-8.946379e+02
cell_199	-6.572092e+01	5.676929e+02	-6.856601e+02
cell_200	-1.076728e+02	8.588949e+02	-9.647180e+02
cell_201	-4.114692e+02	7.562183e+02	-1.076723e+03
cell_202	2.497665e+01	9.504506e+02	-8.833174e+02
cell_203	-1.866066e+02	8.598038e+02	-1.012247e+03
cell_204	-4.645988e+00	1.054558e+03	-9.865393e+02
cell_205	-5.624975e+00	1.149845e+03	-1.048646e+03
cell_206	6.363437e+00	1.055316e+03	-1.016327e+03
cell_207	6.365453e+01	4.875063e+02	-7.253683e+02
cell_208	1.502986e+02	1.534707e+01	2.277406e+02
cell_209	-5.653794e+01	6.823954e+02	-6.775741e+02
cell_210	-3.086862e+01	4.560940e+02	-7.012529e+02
cell_211	-1.004643e+03	5.406213e+02	-1.455513e+03
cell_212	-3.364300e+02	8.438196e+02	-1.129016e+03
cell_213	-1.983097e+03	-3.217020e+02	-1.322695e+03
cell_214	1.343473e+02	2.754762e+02	-2.705289e+02
cell_215	-1.145148e+00	1.131305e+03	-1.030989e+03
cell_216	2.002764e+02	5.266819e+02	-1.094348e+03
cell_217	-1.033812e+03	2.545176e+02	-1.230262e+03
cell_218	-2.245865e+00	1.149922e+03	-1.051949e+03
cell_219	-1.745370e+01	1.088855e+03	-1.027668e+03
cell_220	5.873946e+00	1.063003e+03	-9.447661e+02
cell_221	4.983944e+01	7.296874e+02	-5.535936e+02
cell_222	-1.411573e+02	9.323989e+02	-1.070904e+03
cell_223	2.724926e+01	1.077220e+03	-1.064871e+03
cell_224	-3.363522e+02	-3.481866e+02	-4.570811e+01
cell_225	-5.076369e+02	7.747226e+02	-1.151762e+03
cell_226	-1.513379e+02	1.814610e+02	-2.566779e+02
cell_227	7.199165e+01	9.135634e+02	-1.257677e+03
cell_228	1.536236e+02	8.612173e+01	-1.934143e+02
cell_229	2.376453e+01	7.610054e+02	-6.079425e+02
cell_230	-1.179774e+02	8.211325e+02	-1.113842e+03
cell_231	1.033598e+02	7.196856e+02	-9.086128e+02
cell_232	9.065983e+01	4.952024e+02	-6.936950e+02
cell_233	-4.451178e+01	1.086765e+03	-1.015839e+03
cell_234	-2.410934e+02	5.712644e+02	-9.058382e+02
cell_235	-7.203990e+00	1.131333e+03	-1.039038e+03
cell_236	-3.091909e+02	7.693216e+02	-9.838307e+02
cell_237	-3.131188e+02	9.540037e+02	-1.141936e+03
cell_238	-1.370097e+01	5.491978e+02	-5.390680e+02
cell_239	-1.226604e+01	1.044612e+03	-9.953170e+02
cell_240	-7.706900e+00	1.117562e+03	-1.044581e+03
cell_241	-1.632060e+03	-5.222049e+02	-1.452574e+03
cell_242	7.809089e+01	4.078799e+02	-1.802508e+02
cell_243	1.270409e+01	4.538317e+02	-3.564105e+02
cell_244	4.263411e+01	9.300962e+02	-8.905735e+02
cell_245	-3.176108e+02	5.444997e+02	-8.869504e+02
cell_246	-2.232276e+00	1.114602e+03	-1.033743e+03
cell_247	-4.438062e+02	4.740696e+02	-1.016429e+03
cell_248	-3.062464e+02	8.028744e+02	-1.061724e+03
cell_249	-1.231748e+02	9.772762e+02	-1.014851e+03
cell_250	5.351361e+00	8.911253e+02	-8.088457e+02
cell_251	4.554866e+01	1.011014e+03	-1.027477e+03
cell_252	4.648659e+01	7.012732e+02	-6.508713e+02
cell_253	-8.717620e+02	-2.173801e+01	-1.020256e+03
cell_254	7.165665e+00	1.039951e+03	-9.503708e+02
cell_255	-5.717567e+01	4.325614e+01	-1.806250e+02
cell_256	1.264004e+01	9.723924e+02	-8.889454e+02
cell_257	-3.029554e+02	5.031989e+02	-7.690794e+02
cell_258	-4.136467e+02	8.123216e+01	-8.045532e+02
cell_259	4.161497e+01	5.364024e+02	-5.582368e+02
cell_260	3.071389e+00	1.092868e+03	-9.974242e+02
cell_261	-5.206297e+00	1.163188e+03	-1.078754e+03
cell_262	-7.589377e+02	2.466239e+02	-1.357015e+03
cell_263	-4.981922e+01	1.063842e+03	-1.128725e+03
cell_264	-7.441408e+02	6.283010e+02	-1.258751e+03
cell_265	4.130246e+01	9.481501e+02	-9.228188e+02
cell_266	-1.530712e+01	9.286648e+02	-9.663230e+02
cell_267	-7.842956e+02	-4.388910e+02	-3.573627e+02
cell_268	-2.860972e+01	1.027174e+03	-9.723759e+02
cell_269	-3.845795e-01	1.063276e+03	-9.526925e+02
cell_270	3.886085e+01	3.308106e+02	-9.305206e+02
cell_271	1.759817e+01	5.534990e+02	-4.158898e+02
cell_272	-1.066092e+02	9.793423e+02	-1.139169e+03
cell_273	-5.064291e+02	6.534528e+02	-1.239846e+03
cell_274	-1.287398e+02	2.610074e+02	-2.887760e+02
cell_275	-2.603901e+01	1.044939e+03	-1.006522e+03
cell_276	-1.802333e+02	2.637357e+02	-3.050922e+02
cell_277	2.632320e+02	-8.459538e+02	1.220394e+03
cell_278	1.582981e+01	9.408667e+02	-8.321529e+02
cell_279	-1.948239e+00	1.091818e+03	-1.016054e+03
cell_280	3.389536e+01	9.097455e+02	-9.739185e+02
cell_281	-8.141523e+02	5.781967e+02	-1.184299e+03
cell_282	-9.625840e+02	1.906743e+02	-1.088444e+03
cell_283	-7.699632e+01	3.284473e+02	-8.264578e+02
cell_284	4.139922e+00	1.005423e+03	-8.884778e+02
cell_285	-2.950863e+02	3.989179e+02	-9.922442e+02
cell_286	-4.046934e+02	8.428825e+02	-1.159412e+03
cell_287	-3.191646e+02	-3.410672e+01	-1.879903e+02
cell_288	-3.830613e+02	6.208030e+02	-1.198749e+03
cell_289	-1.414914e+03	-1.067822e+02	-1.066174e+03
cell_290	2.166117e+01	8.707413e+02	-7.578816e+02
cell_291	1.246021e+00	1.112105e+03	-9.980731e+02
cell_292	-5.962344e+02	3.078246e+02	-8.199516e+02
cell_293	-1.818416e+02	6.369031e+02	-9.803858e+02
cell_294	-2.656014e+01	7.725849e+02	-8.146668e+02
cell_295	-1.080529e+02	6.809847e+02	-7.160618e+02
cell_296	1.959525e+01	8.803696e+02	-7.366148e+02
cell_297	1.703263e+02	-2.957564e+02	1.881270e+02
cell_298	-6.550315e-01	1.144228e+03	-1.074603e+03
cell_299	6.198275e+00	1.093602e+03	-1.007053e+03
cell_300	-1.607688e+02	9.377799e+02	-1.106811e+03
cell_301	-6.156765e+02	4.194199e+02	-1.028304e+03
cell_302	1.961670e+00	8.087510e+02	-7.314287e+02
cell_303	9.823536e+01	2.823967e+02	-5.120673e+01
cell_304	-4.120649e+02	7.367377e+02	-1.127037e+03
cell_305	-1.504383e+02	8.946609e+02	-9.246768e+02
cell_306	-1.895218e+02	6.734268e+02	-9.100505e+02
cell_307	-1.200910e+01	1.147302e+03	-1.049051e+03
cell_308	-1.427112e+03	-2.165606e+02	-9.870703e+02
cell_309	1.460513e+02	1.896740e+02	-1.986621e+02
cell_310	-3.238248e+02	9.350584e+02	-1.145570e+03
cell_311	2.197915e+01	9.247280e+02	-8.009186e+02
cell_312	-1.163964e+01	1.138854e+03	-1.058648e+03
cell_313	-4.242303e+02	7.900723e+02	-1.094236e+03
cell_314	-9.332356e+00	1.174644e+03	-1.080918e+03
cell_315	-1.635571e+01	6.031458e+02	-4.950100e+02
cell_316	-5.372395e+01	8.649096e+02	-8.537298e+02
cell_317	-7.396367e+02	5.270944e+02	-1.275374e+03
cell_318	-9.260983e-01	1.151716e+03	-1.061227e+03
cell_319	-1.933401e+02	5.570481e+02	-6.072407e+02
cell_320	2.604232e+01	8.399430e+02	-8.538684e+02
cell_321	-2.280933e+02	8.019851e+02	-1.192496e+03
cell_322	-1.097018e+03	-1.504112e+01	-9.999902e+02
cell_323	-5.103489e+02	6.360553e+02	-1.049228e+03
cell_324	-2.914381e+01	9.454436e+02	-8.676248e+02
cell_325	-9.745232e+00	1.174355e+03	-1.088406e+03
cell_326	-9.433617e+00	9.752109e+02	-8.933589e+02
cell_327	2.619116e+02	3.041064e+02	-1.120510e+03
cell_328	-1.297320e+03	-1.089381e+02	-1.031502e+03
cell_329	5.092935e+00	1.093127e+03	-1.224445e+03
cell_330	-8.007910e+01	9.833548e+02	-9.378381e+02
cell_331	-5.059219e+02	7.713318e+02	-1.240449e+03
cell_332	-7.368753e+01	3.571407e+02	-2.914680e+02
cell_333	2.160663e+00	1.132393e+03	-1.039873e+03
cell_334	-3.302448e+01	8.724180e+02	-8.031175e+02
cell_335	-1.837782e+02	3.169064e+02	-8.121944e+02
cell_336	-9.403683e+01	7.945131e+02	-8.540566e+02
cell_337	-2.270278e+02	9.143536e+02	-1.142378e+03
cell_338	-7.157989e-01	8.500645e+02	-7.932151e+02
cell_339	1.847803e+01	9.495536e+02	-8.617276e+02
cell_340	4.524209e+01	8.890423e+02	-8.662918e+02
cell_341	-3.546691e+01	9.127774e+02	-8.543243e+02
cell_342	2.722247e+02	-5.971570e+01	-2.440768e+02
cell_343	5.026381e+00	1.061210e+03	-9.540619e+02
cell_344	1.061547e+02	1.950413e+02	6.903097e+01
cell_345	1.188622e+01	1.085666e+03	-1.008264e+03
cell_346	-5.621219e+00	1.136736e+03	-1.052495e+03
cell_347	4.668610e+01	7.510792e+02	-9.296777e+02
cell_348	4.341565e+01	3.860913e+02	-2.650929e+02
cell_349	-2.672831e+02	3.967323e+02	-9.016745e+02
cell_350	2.798349e+01	8.967560e+02	-7.760534e+02
cell_351	3.848121e-01	1.117325e+03	-1.010919e+03
cell_352	-4.013917e+02	6.863236e+02	-1.020266e+03
cell_353	-1.412655e+03	1.677192e+02	-1.394316e+03
cell_354	5.956882e+00	8.775043e+02	-9.724807e+02
cell_355	-1.874622e+02	3.653814e+02	-4.760888e+02
cell_356	-6.859205e+02	7.314167e+02	-1.278697e+03
cell_357	1.657048e+01	8.100994e+02	-6.966683e+02
cell_358	-6.879812e+02	4.125718e+02	-1.053652e+03
cell_359	-8.144530e+02	3.372219e+02	-9.956343e+02
cell_360	-3.505541e+02	3.608212e+01	-6.931839e+02
cell_361	4.993166e+01	7.702945e+02	-6.538299e+02
cell_362	2.652423e+00	9.818000e+02	-9.152235e+02
cell_363	-6.943392e+02	6.055731e+02	-1.230814e+03
cell_364	2.104637e-01	1.043705e+03	-9.832401e+02
cell_365	-1.341633e+01	1.091947e+03	-1.024034e+03
cell_366	-8.552806e+01	1.037228e+03	-1.004288e+03
cell_367	-1.993638e+02	7.346221e+02	-1.078381e+03
cell_368	-1.929374e+03	-1.723061e+02	-1.501229e+03
cell_369	2.653297e+01	6.538947e+02	-5.516965e+02
cell_370	-8.015319e+00	6.506997e+02	-5.546954e+02
cell_371	-3.875560e+01	9.177876e+02	-8.543133e+02
cell_372	-4.327808e+02	7.307906e+02	-1.026853e+03
cell_373	-4.853606e+02	-2.428895e+01	-6.224609e+02
cell_374	-4.818589e+02	6.504865e+02	-1.107732e+03
cell_375	-1.475328e+02	4.825498e+02	-9.013689e+02
cell_376	-3.269882e+02	8.235549e+02	-1.100011e+03
cell_377	-1.242033e+03	1.965986e+02	-1.504498e+03
cell_378	-7.557572e+02	3.617422e+02	-1.029763e+03
cell_379	5.103295e+01	7.184767e+02	-5.549311e+02
cell_380	-4.237864e+02	6.178187e+02	-1.090079e+03
cell_381	8.926536e+00	9.363985e+02	-8.290370e+02
cell_382	8.618124e+01	2.977457e+02	-1.177189e+02
cell_383	-2.918516e+01	9.606041e+02	-9.048703e+02
cell_384	-5.127265e+02	4.077896e+02	-1.004480e+03
cell_385	7.842143e+01	2.068879e+02	-4.945878e+01
cell_386	-5.654830e+01	7.479863e+02	-7.369228e+02
cell_387	5.724576e+01	1.185225e+02	-1.906552e+02
cell_388	1.844538e+01	9.684614e+02	-8.582581e+02
cell_389	-1.729861e+03	-2.455860e+02	-1.334198e+03
cell_390	-1.091829e+02	3.069593e+02	-2.576634e+02
cell_391	-1.366126e+02	7.630407e+02	-8.662410e+02
cell_392	-4.015575e+02	7.093572e+02	-1.426066e+03
cell_393	-7.549903e+01	1.004345e+03	-1.116529e+03
cell_394	-3.519246e+02	1.016874e+02	-5.198431e+02
cell_395	1.453899e+02	-2.429689e+02	4.457865e+02
cell_396	-2.797593e+01	8.199215e+02	-9.651467e+02
cell_397	-8.878244e+01	9.446154e+02	-1.086390e+03
cell_398	1.759230e+01	9.972312e+02	-8.757424e+02
cell_399	6.253319e+00	1.061485e+03	-9.630564e+02
cell_400	-2.855214e+02	8.172186e+02	-1.035578e+03
cell_401	3.604048e+00	8.940563e+02	-7.924858e+02
cell_402	-4.545922e+00	1.047990e+03	-9.616361e+02
cell_403	3.730759e+00	9.228215e+02	-8.010851e+02
cell_404	8.959267e+00	8.933831e+02	-7.921441e+02
cell_405	-6.633568e+00	1.176615e+03	-1.093092e+03
cell_406	-1.172459e+01	1.037498e+03	-1.004286e+03
cell_407	-1.306791e+02	8.483627e+02	-9.873369e+02
cell_408	6.339671e+01	5.581323e+02	-3.989817e+02
cell_409	-3.499178e+02	8.826334e+02	-1.091376e+03
cell_410	-3.241657e+01	1.044787e+03	-1.019827e+03
cell_411	-1.248872e+03	2.029015e+02	-1.263792e+03
cell_412	-1.244430e+02	9.055383e+02	-1.203819e+03
cell_413	6.039585e+00	1.036382e+03	-9.225670e+02
cell_414	4.685900e+00	1.064444e+03	-9.517101e+02
cell_415	-2.155848e+02	9.257026e+02	-1.096972e+03
cell_416	-5.728267e+02	6.292292e+02	-1.104193e+03
cell_417	-4.291964e+02	7.196014e+02	-1.061321e+03
cell_418	2.268193e+02	-1.100182e+02	8.084098e+01
cell_419	-9.565893e+01	5.381261e+02	-6.483995e+02
cell_420	-1.265292e+01	9.484354e+02	-9.821749e+02
cell_421	5.853156e+01	4.613888e+02	-2.552677e+02
cell_422	-6.324385e+02	4.984179e+02	-1.111242e+03
cell_423	-1.314514e+03	2.127487e+02	-1.287645e+03
cell_424	-8.390979e+00	1.014103e+03	-9.147868e+02
cell_425	-1.210343e+01	1.079928e+03	-1.014774e+03
cell_426	-7.450030e+01	1.021154e+03	-9.862114e+02
cell_427	-4.724980e+01	8.488990e+02	-1.105715e+03
cell_428	-9.897234e+00	1.023152e+03	-9.577692e+02
cell_429	5.897551e+01	6.271479e+02	-5.542091e+02
cell_430	-1.362498e+00	1.133580e+03	-1.024978e+03
cell_431	1.098494e+02	2.184743e+02	-1.706295e+02
cell_432	-1.433727e+03	-1.593156e+02	-1.130977e+03
cell_433	-1.067428e+02	6.610724e+02	-1.428879e+03
cell_434	-7.070738e+01	7.349442e+02	-6.650500e+02
cell_435	-1.209211e+02	5.158366e+02	-5.339606e+02
cell_436	-5.690056e+00	9.440599e+02	-1.021411e+03
cell_437	-4.130404e+01	9.246716e+02	-9.156548e+02
cell_438	-5.868590e+00	1.170292e+03	-1.080075e+03
cell_439	8.422666e+00	1.014901e+03	-9.250662e+02
cell_440	-1.342781e+02	8.145638e+02	-9.149044e+02
cell_441	-2.548750e+02	3.618690e+02	-6.837481e+02
cell_442	-5.794750e+01	8.085732e+02	-8.310358e+02
cell_443	1.177741e+01	9.705302e+02	-1.009556e+03
cell_444	1.969158e+00	1.138629e+03	-1.067349e+03
cell_445	-9.736550e+01	7.706631e+02	-1.357727e+03
cell_446	-3.041738e+02	7.215955e+02	-9.876950e+02
cell_447	7.744262e+00	1.062780e+03	-9.565068e+02
cell_448	-3.584033e+02	7.379455e+02	-9.855717e+02
cell_449	-6.784725e+01	7.568044e+02	-7.968526e+02
cell_450	4.808042e+00	1.113859e+03	-1.041768e+03
cell_451	-3.856679e+02	4.946668e+02	-8.540460e+02
cell_452	-1.340081e+03	1.909975e+02	-1.331918e+03
cell_453	-2.745120e+02	6.777932e+02	-1.027685e+03
cell_454	-8.232247e+02	4.958511e+02	-1.147576e+03
cell_455	-4.508466e+01	1.000170e+03	-9.673351e+02
