"T1","T2","T3"
"1",10.2870879694875,-16.7777094507658,41.8913509218313
"2",-35.7755277176648,10.017002187801,-17.3395173986736
"3",-38.8064031949691,8.11938441036959,-9.78546405655299
"4",18.5104923841429,33.9143087796842,-31.3225612501529
"5",-13.0010359619267,21.5608102194052,-33.3373183769714
"6",-25.8667164057073,15.8936438850657,-31.7761520352747
"7",-35.91357876393,9.94367401633866,-17.1404117595723
"8",59.1185657959298,-76.1635633013003,-4.12436873574288
"9",13.1336692671197,-20.3069106737801,39.2059405716222
"10",43.6771958113206,-55.5749207771599,13.118806576492
"11",8.94419413984487,-15.2299306367225,43.007745976512
"12",19.3896800056131,34.2437924381027,-31.2545231721993
"13",43.6922620533395,-55.593513475731,13.1040725743952
"14",-38.8064031949691,8.11938441036959,-9.78546405655299
"15",-17.6515835403009,-4.07585733502225,33.7661026260464
"16",-10.2463195619754,22.6795092941605,-33.2321037362742
"17",59.1185657959298,-76.1635633013003,-4.12436873574288
"18",42.3961695799497,42.6649969371885,-29.2287934253703
"19",-38.6693799845679,5.75701493195632,4.58565382389618
"20",-38.8064031949691,8.11938441036959,-9.78546405655299
"21",-38.9714885628288,7.93060144514144,-8.62844169752572
"22",-39.0108036390355,6.41473477372839,1.06967887065137
"23",-38.8064031949691,8.11938441036959,-9.78546405655299
"24",-17.238517476842,-4.20677313607436,34.108876549319
"25",0.645158062754047,27.0305294436987,-32.5875012157939
"26",10.673111393114,30.9349442725279,-31.8993285950659
"27",67.5009105826473,51.4798194150149,-26.2049209727567
"28",58.3776917579754,-75.0902613731266,-3.17650894779404
"29",59.1185657959298,-76.1635633013003,-4.12436873574288
"30",59.1185657959298,-76.1635633013003,-4.12436873574288
"31",20.6343941045586,34.710260510435,-31.1581979364636
"32",59.1185657959298,-76.1635633013003,-4.12436873574288
"33",-39.0245003026946,6.45164219625122,0.858488755419979
"34",41.8141902065761,-53.3130911762737,14.8891726513853
"35",-15.2844251427025,-4.82609674041867,35.7304377354434
"36",14.8810715776678,-22.4486826614371,37.5865078548088
"37",11.6290720674079,-18.4293969341368,40.641467030907
"38",6.86742136440218,-13.1581746590343,44.3268534879105
"39",63.4571605400384,50.0822586599141,-26.7613704142944
"40",7.89038423474422,29.8619379840373,-32.0955105040561
"41",12.2930025407398,-19.2587329578002,40.0069717987666
"42",-25.8667164057073,15.8936438850657,-31.7761520352747
"43",-30.4472102845859,12.8191303216445,-24.2087228548108
"44",25.6538189065833,-34.7918142348472,28.6429792603838
"45",-15.4830295279192,-4.7631517190693,35.5656301893336
"46",59.1185657959298,-76.1635633013003,-4.12436873574288
"47",67.5009105826473,51.4798194150149,-26.2049209727567
"48",-27.3772137553741,-0.431439598489323,25.4572448114364
"49",25.2085340487225,36.4123914416635,-30.792901506763
"50",13.9743183435756,-21.3419867633596,38.4209931985947
"51",14.8077471761144,-22.3604957756867,37.6523600717818
"52",5.8694531922011,29.0780952059233,-32.2357045213599
"53",12.5648385092257,-19.5982916469222,39.7471876303084
"54",-16.51538158777,20.1139178958865,-33.3726225518624
"55",57.480389949454,48.0018108537521,-27.5346186372022
"56",-26.500152249895,-0.770223868004578,26.0801958787204
"57",-38.9064328383742,8.00499575837961,-9.08439323794685
"58",-17.6515835403009,-4.07585733502225,33.7661026260464
"59",57.8565308845597,48.1334946624025,-27.4883819793651
"60",19.5550723761604,34.3057747522205,-31.2417238803014
"61",67.5009105826473,51.4798194150149,-26.2049209727567
"62",49.1437732995183,-62.4609239244132,7.57927112750582
"63",-17.6515835403009,-4.07585733502225,33.7661026260464
"64",13.4251653772267,31.9880452022238,-31.7010234632088
"65",59.1185657959298,-76.1635633013003,-4.12436873574288
"66",-13.0670934867788,21.5338525835083,-33.3392146740437
"67",-35.91357876393,9.94367401633866,-17.1404117595723
"68",-27.538879208039,14.7500967346815,-29.7901592247268
"69",-38.8696648629352,6.1213133371569,2.66290985587181
"70",-27.3772137553741,-0.431439598489323,25.4572448114364
"71",30.7144423485495,38.4388678172858,-30.3282595558001
"72",-39.2092121917801,7.60594455828704,-6.57350611795813
"73",56.5086157736684,-72.4179641459728,-0.83547704573581
"74",65.7801405954312,50.885743427207,-26.4438613043465
"75",6.58892618556357,-12.893583501709,44.4870230926547
"76",17.8381246299365,-25.9545288265534,34.9934509872535
"77",18.5582511916543,-26.7853145215903,34.3901555412835
"78",67.5009105826473,51.4798194150149,-26.2049209727567
"79",18.7185752170372,-26.9702749354114,34.2558419920619
"80",7.54848491300332,-13.8052357438543,43.9351566555269
"81",-27.3772137553741,-0.431439598489323,25.4572448114364
"82",-17.8155950732211,-4.01746147036558,33.5948320548057
"83",-15.922030999173,-4.62401603507971,35.2013343298188
"84",16.2556004505609,-24.0975552186257,36.3573414290853
"85",-37.9718531925054,8.72292065049272,-12.6208463618571
"86",-39.1069279030242,6.67375397095958,-0.41246998643991
"87",-36.3812496344406,4.29118087343675,11.3118116550809
"88",-4.05330319790884,25.1660042315721,-32.8877723416908
"89",16.667550050371,-24.5817859597807,36.0012825135859
"90",-11.6904406106646,22.095655452656,-33.2996954394909
"91",-15.9642690182293,-4.61062925609014,35.1662840248337
"92",-3.20068847180056,25.5061764635757,-32.8352024873949
"93",37.3996716508253,-48.0887688362803,18.8945873421029
"94",51.0068252170865,-64.8988753425017,5.56452283377016
"95",-37.226001445686,9.18168359722894,-14.3801129995485
"96",44.8909412585786,43.5562213510015,-28.971180038865
"97",15.5405020550996,-23.2417763511447,36.9942771927302
"98",22.4757102591616,-31.2368436956559,31.186488952044
"99",-11.1670351310835,-6.03031270969714,38.8343039472911
