Time	9	11
Stage	32	64
Ss18	2.476821e-02	-2.956396e-03
Cuedc2	-6.628367e-02	5.590371e-02
Tpx2	-3.009788e-02	3.845679e-02
Spp1	-7.267527e-02	9.557455e-02
Apoa1	-5.088268e-03	4.947766e-02
Fth1	3.987471e-03	3.478869e-03
Fabp3	5.176921e-02	-2.869135e-03
Omt2a	4.054232e-05	8.414151e-04
Uspl1	-3.586797e-02	-1.804500e-03
Actb	2.260942e-02	5.640292e-03
BB287469	-1.069705e-02	2.842814e-02
Ubb	-5.944801e-03	1.400937e-02
Omt2b	-2.097822e-03	-2.695739e-05
Gc	-9.354407e-03	2.261297e-02
Ptma	-3.334199e-03	4.244912e-03
Rpl11	-6.254929e-03	4.935573e-03
Gabarapl2	-3.411369e-03	5.537828e-03
Zbed3	-3.620860e-04	-3.381387e-04
Tcl1	-1.238695e-01	1.118586e-01
Apoe	-5.623890e-02	2.407980e-02
Kng1	1.258750e-02	3.464386e-03
Mapk8ip3	8.884740e-03	-1.044973e-02
Srp54b	-1.025379e-02	1.344597e-02
Sparc	-7.318180e-02	8.575807e-02
Apoc1	-1.633187e-02	1.510806e-02
Oog1	-2.022417e-03	2.444071e-03
Oog1	-1.925623e-03	-7.703016e-03
Tmsb4x	7.547418e-02	-2.415020e-03
H2afz	-1.129841e-02	1.049574e-02
Gm1821	-5.869116e-03	1.631891e-02
Alppl2	5.712153e-02	-3.147434e-02
Oas1d	-2.179883e-02	9.358073e-03
Dppa3	-1.566912e-02	1.102061e-02
Gm11517	-7.650317e-03	8.557792e-03
Khdc1b	1.103495e-02	4.502384e-02
Acp5	-1.309805e-02	1.406499e-02
Ppia	-3.554863e-03	6.719235e-03
Spin1	-3.353246e-02	4.154911e-02
Ldhb	3.902257e-03	-4.622126e-03
Lgals1	8.062415e-02	-8.844731e-03
Actg1	1.132768e-02	6.070786e-03
Ftl1	-3.488241e-03	5.933786e-03
Mphosph6	1.568623e-02	6.511214e-03
Serpinc1	2.937581e-03	-5.946774e-03
Hsp90aa1	-2.945228e-03	-2.618159e-03
S100a6	1.620561e-02	1.600155e-02
Ifitm3	-9.934143e-02	7.425424e-02
2210409E12Rik	7.884821e-03	-2.560380e-03
Dppa5a	-9.146404e-03	7.865039e-03
Hspa8	-4.167946e-03	1.431201e-02
Rpl12	-1.153845e-02	1.090017e-02
Uba52	-3.840209e-03	5.070468e-03
